,articleNo,token (raw text),token (lowercase),lemma,POS,entity IOB,entity type
5173,381,Century,century,Century,NNP,O,
5174,382,Designing,designing,design,VBG,O,
5175,382,the,the,the,DT,O,
5176,382,index,index,index,NN,O,
5177,382,of,of,of,IN,O,
5178,382,a,a,a,DT,O,
5179,382,book,book,book,NN,O,
5180,382,:,:,:,:,O,
5181,382,history,history,history,NN,O,
5182,382,",",",",",",",",O,
5183,382,news,news,news,NN,O,
5184,382,",",",",",",",",O,
5185,382,perspectives,perspectives,perspective,NNS,O,
5186,383,Designing,designing,design,VBG,O,
5187,383,the,the,the,DT,O,
5188,383,index,index,index,NN,O,
5189,383,of,of,of,IN,O,
5190,383,a,a,a,DT,O,
5191,383,book,book,book,NN,O,
5192,383,:,:,:,:,O,
5193,383,history,history,history,NN,O,
5194,383,",",",",",",",",O,
5195,383,news,news,news,NN,O,
5196,383,",",",",",",",",O,
5197,383,perspectives,perspectives,perspective,NNS,O,
5198,384,Montaigne,montaigne,Montaigne,NNP,B,ORG
5199,384,'s,'s,'s,POS,I,ORG
5200,384,Noble,noble,Noble,NNP,I,ORG
5201,384,Book,book,Book,NNP,I,ORG
5202,384,:,:,:,:,I,ORG
5203,384,Book,book,Book,NNP,I,ORG
5204,384,History,history,History,NNP,I,ORG
5205,384,and,and,and,CC,I,ORG
5206,384,Biographical,biographical,Biographical,NNP,I,ORG
5207,384,Criticism,criticism,Criticism,NNP,I,ORG
5208,385,Publishing,publishing,Publishing,NNP,B,ORG
5209,385,Culture,culture,Culture,NNP,I,ORG
5210,385,and,and,and,CC,O,
5211,385,the,the,the,DT,O,
5212,385,',',',``,O,
5213,385,Reading,reading,read,VBG,B,WORK_OF_ART
5214,385,Nation,nation,nation,NN,I,WORK_OF_ART
5215,385,',',','',I,WORK_OF_ART
5216,385,:,:,:,:,O,
5217,385,German,german,German,NNP,B,NORP
5218,385,Book,book,Book,NNP,B,PERSON
5219,385,History,history,history,NN,I,PERSON
5220,385,in,in,in,IN,O,
5221,385,the,the,the,DT,O,
5222,385,Long,long,Long,NNP,O,
5223,385,Nineteenth,nineteenth,Nineteenth,NNP,O,
5224,385,Century,century,Century,NNP,O,
5225,386,Insights,insights,insight,NNS,O,
5226,386,from,from,from,IN,O,
5227,386,the,the,the,DT,B,ORG
5228,386,Technology,technology,Technology,NNP,I,ORG
5229,386,System,system,System,NNP,I,ORG
5230,386,Method,method,Method,NNP,I,ORG
5231,386,for,for,for,IN,I,ORG
5232,386,the,the,the,DT,I,ORG
5233,386,Development,development,Development,NNP,I,ORG
5234,386,Architecture,architecture,Architecture,NNP,I,ORG
5235,386,of,of,of,IN,O,
5236,386,e,e,e,NNS,O,
5237,386,-,-,-,NN,O,
5238,386,Textbooks,textbooks,textbook,NNS,O,
5239,387,BOOK,book,BOOK,NNP,O,
5240,387,HISTORY,history,HISTORY,NNP,O,
5241,387,AND,and,and,CC,O,
5242,387,BENEFICIATION,beneficiation,BENEFICIATION,NNP,O,
5243,388,Book,book,Book,NNP,O,
5244,388,History,history,History,NNP,O,
5245,388,and,and,and,CC,O,
5246,388,the,the,the,DT,B,LAW
5247,388,Hebrew,hebrew,Hebrew,NNP,I,LAW
5248,388,Book,book,Book,NNP,I,LAW
5249,388,in,in,in,IN,O,
5250,388,Italy,italy,Italy,NNP,B,GPE
5251,388,INTRODUCTION,introduction,introduction,NN,O,
5252,389,Women,women,woman,NNS,O,
5253,389,readers,readers,reader,NNS,O,
5254,389,in,in,in,IN,O,
5255,389,18(th,18(th,18(th,CD,B,DATE
5256,389,),),),-RRB-,I,DATE
5257,389,century,century,century,NN,I,DATE
5258,389,Norway,norway,Norway,NNP,B,GPE
5259,390,MAKING,making,make,VBG,O,
5260,390,THE,the,the,DT,B,ORG
5261,390,ARCHIVES,archives,ARCHIVES,NNP,I,ORG
5262,390,TALK,talk,TALK,NNP,I,ORG
5263,390,New,new,New,NNP,I,ORG
5264,390,and,and,and,CC,I,ORG
5265,390,Selected,selected,Selected,NNP,B,ORG
5266,390,Essays,essays,Essays,NNPS,I,ORG
5267,390,in,in,in,IN,O,
5268,390,Bibliography,bibliography,Bibliography,NNP,B,GPE
5269,390,",",",",",",",",O,
5270,390,Editing,editing,Editing,NNP,O,
5271,390,",",",",",",",",O,
5272,390,and,and,and,CC,O,
5273,390,Book,book,Book,NNP,B,PERSON
5274,390,History,history,History,NNP,I,PERSON
5275,390,INTRODUCTION,introduction,introduction,NN,O,
5276,391,Making,making,make,VBG,O,
5277,391,the,the,the,DT,B,LAW
5278,391,Archives,archives,Archives,NNPS,I,LAW
5279,391,Talk,talk,talk,NN,I,LAW
5280,391,:,:,:,:,I,LAW
5281,391,New,new,new,JJ,I,LAW
5282,391,and,and,and,CC,I,LAW
5283,391,Selected,selected,Selected,NNP,B,ORG
5284,391,Essays,essays,Essays,NNPS,I,ORG
5285,391,in,in,in,IN,O,
5286,391,Bibliography,bibliography,Bibliography,NNP,B,GPE
5287,391,",",",",",",",",O,
5288,391,Editing,editing,Editing,NNP,O,
5289,391,",",",",",",",",O,
5290,391,and,and,and,CC,O,
5291,391,Book,book,Book,NNP,B,PERSON
5292,391,History,history,History,NNP,I,PERSON
5293,392,HISTORY,history,history,NN,O,
5294,392,OF,of,of,IN,O,
5295,392,MODERN,modern,MODERN,NNP,O,
5296,392,ARCHITECTURE,architecture,ARCHITECTURE,NNP,O,
5297,392,II,ii,II,NNP,O,
5298,392,FROM,from,from,IN,O,
5299,392,FRANK,frank,FRANK,NNP,O,
5300,392,LLOYD,lloyd,LLOYD,NNP,O,
5301,392,WRIGHT,wright,WRIGHT,NNP,B,PERSON
5302,392,TO,to,to,IN,O,
5303,392,FRANK,frank,FRANK,NNP,B,PERSON
5304,392,O.,o.,O.,NNP,I,PERSON
5305,392,GEHRY,gehry,GEHRY,NNP,I,PERSON
5306,392,:,:,:,:,O,
5307,392,ORGANIC,organic,ORGANIC,NNP,O,
5308,392,CONTINUITY,continuity,CONTINUITY,NNP,O,
5309,392,TEXTBOOK,textbook,TEXTBOOK,NNS,O,
5310,392,FOR,for,for,IN,O,
5311,392,ARCHITECTURAL,architectural,ARCHITECTURAL,NNP,O,
5312,392,STUDIES,studies,study,NNS,O,
5313,393,Selective,selective,Selective,NNP,O,
5314,393,Silence,silence,Silence,NNP,O,
5315,393,and,and,and,CC,O,
5316,393,the,the,the,DT,B,ORG
5317,393,Shaping,shaping,Shaping,NNP,I,ORG
5318,393,of,of,of,IN,I,ORG
5319,393,Memory,memory,Memory,NNP,I,ORG
5320,393,in,in,in,IN,O,
5321,393,Post,post,Post,NNP,O,
5322,393,-,-,-,JJ,O,
5323,393,Apartheid,apartheid,apartheid,JJ,O,
5324,393,Visual,visual,Visual,NNP,O,
5325,393,Culture,culture,Culture,NNP,O,
5326,393,:,:,:,:,O,
5327,393,The,the,the,DT,O,
5328,393,Case,case,Case,NNP,O,
5329,393,of,of,of,IN,O,
5330,393,the,the,the,DT,O,
5331,393,Monument,monument,Monument,NNP,O,
5332,393,to,to,to,IN,O,
5333,393,the,the,the,DT,B,ORG
5334,393,Women,women,Women,NNPS,I,ORG
5335,393,of,of,of,IN,I,ORG
5336,393,South,south,South,NNP,I,ORG
5337,393,Africa,africa,Africa,NNP,I,ORG
5338,394,',',',``,O,
5339,394,Do,do,do,VBP,O,
5340,394,you,you,you,PRP,O,
5341,394,want,want,want,VB,O,
5342,394,any,any,any,DT,O,
5343,394,more,more,more,JJR,O,
5344,394,of,of,of,IN,O,
5345,394,this,this,this,DT,O,
5346,394,archaic,archaic,archaic,JJ,O,
5347,394,information,information,information,NN,O,
5348,394,on,on,on,IN,O,
5349,394,folks,folks,folk,NNS,O,
5350,394,",",",",",",",",O,
5351,394,up,up,up,IN,O,
5352,394,to,to,to,IN,O,
5353,394,1745,1745,1745,CD,B,DATE
5354,394,?,?,?,.,O,
5355,394,',',','',O,
5356,394,:,:,:,:,O,
5357,394,Rethinking,rethinking,rethink,VBG,B,PERSON
5358,394,Ezra,ezra,Ezra,NNP,I,PERSON
5359,394,Pound,pound,Pound,NNP,I,PERSON
5360,394,'s,'s,'s,POS,I,PERSON
5361,394,Italian,italian,Italian,NNP,B,NORP
5362,394,Renaissance,renaissance,Renaissance,NNP,B,ORG
5363,395,First,first,first,JJ,B,ORDINAL
5364,395,steps,steps,step,NNS,O,
5365,395,towards,towards,towards,IN,O,
5366,395,a,a,a,DT,O,
5367,395,media,media,media,NN,O,
5368,395,history,history,history,NN,O,
5369,395,of,of,of,IN,O,
5370,395,translation,translation,translation,NN,O,
5371,396,How,how,how,WRB,O,
5372,396,a,a,a,DT,O,
5373,396,prototype,prototype,prototype,NN,O,
5374,396,argues,argues,argue,VBZ,O,
5375,397,INTRODUCTION,introduction,introduction,NN,O,
5376,397,TO,to,to,IN,O,
5377,397,AJS,ajs,AJS,NNP,O,
5378,397,REVIEW,review,REVIEW,NNP,O,
5379,397,SYMPOSIUM,symposium,SYMPOSIUM,NNS,O,
5380,397,:,:,:,:,O,
5381,397,THE,the,the,DT,O,
5382,397,JEWISH,jewish,jewish,JJ,O,
5383,397,BOOK,book,BOOK,NNS,O,
5384,397,:,:,:,:,O,
5385,397,VIEWS,views,view,NNS,B,ORG
5386,397,AND,and,and,CC,O,
5387,397,QUESTIONS,questions,question,NNS,O,
5388,398,Robert,robert,Robert,NNP,B,PERSON
5389,398,M.,m.,M.,NNP,I,PERSON
5390,398,Lockwood,lockwood,Lockwood,NNP,I,PERSON
5391,398,and,and,and,CC,O,
5392,398,George,george,George,NNP,B,PERSON
5393,398,A.,a.,A.,NNP,I,PERSON
5394,398,Rogers,rogers,Rogers,NNP,I,PERSON
5395,398,",",",",",",",",O,
5396,398,Early,early,Early,NNP,B,ORG
5397,398,Twentieth,twentieth,Twentieth,NNP,I,ORG
5398,398,Century,century,Century,NNP,I,ORG
5399,398,Optometry,optometry,Optometry,NNP,I,ORG
5400,398,Authors,authors,Authors,NNPS,O,
5401,399,The,the,the,DT,O,
5402,399,book,book,book,NN,O,
5403,399,materiality,materiality,materiality,NN,O,
5404,399,.,.,.,.,O,
5405,399,Book,book,Book,NNP,B,PERSON
5406,399,History,history,History,NNP,I,PERSON
5407,399,and,and,and,CC,O,
5408,399,Bibliography,bibliography,Bibliography,NNP,O,
5409,400,Book,book,Book,NNP,O,
5410,400,-,-,-,HYPH,O,
5411,400,in,in,in,IN,O,
5412,400,-,-,-,HYPH,O,
5413,400,a,a,a,DT,O,
5414,400,-,-,-,HYPH,O,
5415,400,box,box,box,NN,O,
5416,400,to,to,to,IN,O,
5417,400,Xbox,xbox,Xbox,NNP,O,
5418,400,:,:,:,:,O,
5419,400,materiality,materiality,materiality,NN,O,
5420,400,and,and,and,CC,O,
5421,400,the,the,the,DT,O,
5422,400,contemporary,contemporary,contemporary,JJ,O,
5423,400,textual,textual,textual,JJ,O,
5424,400,object,object,object,NN,O,
5425,401,Introduction,introduction,introduction,NN,O,
5426,401,:,:,:,:,O,
5427,401,Book,book,Book,NNP,O,
5428,401,Geography,geography,Geography,NNP,O,
5429,401,",",",",",",",",O,
5430,401,Book,book,Book,NNP,B,PERSON
5431,401,History,history,History,NNP,I,PERSON
5432,402,To,to,to,IN,O,
5433,402,what,what,what,WDT,O,
5434,402,degree,degree,degree,NN,O,
5435,402,did,did,do,VBD,O,
5436,402,the,the,the,DT,O,
5437,402,Statute,statute,Statute,NNP,O,
5438,402,of,of,of,IN,O,
5439,402,Anne,anne,Anne,NNP,O,
5440,402,(,(,(,-LRB-,O,
5441,402,8,8,8,CD,O,
5442,402,Anne,anne,Anne,NNP,O,
5443,402,",",",",",",",",O,
5444,402,c.,c.,c.,NNP,O,
5445,402,19,19,19,CD,B,CARDINAL
5446,402,",",",",",",",",O,
5447,402,[,[,[,XX,O,
5448,402,1709,1709,1709,CD,B,DATE
5449,402,],],],-RRB-,O,
5450,402,),),),-RRB-,O,
5451,402,affect,affect,affect,VBP,O,
5452,402,commercial,commercial,commercial,JJ,O,
5453,402,practices,practices,practice,NNS,O,
5454,402,of,of,of,IN,O,
5455,402,the,the,the,DT,O,
5456,402,book,book,book,NN,O,
5457,402,trade,trade,trade,NN,O,
5458,402,in,in,in,IN,O,
5459,402,eighteenth,eighteenth,eighteenth,JJ,B,DATE
5460,402,-,-,-,HYPH,I,DATE
5461,402,century,century,century,NN,I,DATE
5462,402,England,england,England,NNP,B,GPE
5463,402,?,?,?,.,O,
5464,402,Some,some,some,DT,O,
5465,402,provisional,provisional,provisional,JJ,O,
5466,402,answers,answers,answer,NNS,O,
5467,402,about,about,about,IN,O,
5468,402,copyright,copyright,copyright,NN,O,
5469,402,",",",",",",",",O,
5470,402,chiefly,chiefly,chiefly,RB,O,
5471,402,from,from,from,IN,O,
5472,402,bibliography,bibliography,bibliography,NN,O,
5473,402,and,and,and,CC,O,
5474,402,book,book,book,NN,O,
5475,402,history,history,history,NN,O,
5476,403,Chastising,chastising,chastise,VBG,O,
5477,403,with,with,with,IN,O,
5478,403,Scorpions,scorpions,scorpion,NNS,O,
5479,403,:,:,:,:,O,
5480,403,Reading,reading,read,VBG,O,
5481,403,the,the,the,DT,B,ORG
5482,403,Old,old,Old,NNP,I,ORG
5483,403,Testament,testament,Testament,NNP,I,ORG
5484,403,in,in,in,IN,O,
5485,403,Early,early,Early,NNP,B,LOC
5486,403,Modern,modern,Modern,NNP,I,LOC
5487,403,England,england,England,NNP,I,LOC
5488,404,The,the,the,DT,O,
5489,404,Appearance,appearance,Appearance,NNP,O,
5490,404,of,of,of,IN,O,
5491,404,Printing,printing,Printing,NNP,O,
5492,404,Activity,activity,Activity,NNP,O,
5493,404,in,in,in,IN,O,
5494,404,the,the,the,DT,B,FAC
5495,404,Romanian,romanian,Romanian,NNP,I,FAC
5496,404,Space,space,Space,NNP,I,FAC
5497,404,:,:,:,:,O,
5498,404,an,an,an,DT,O,
5499,404,Integral,integral,Integral,NNP,O,
5500,404,Part,part,Part,NNP,O,
5501,404,of,of,of,IN,O,
5502,404,a,a,a,DT,O,
5503,404,European,european,European,NNP,B,NORP
5504,404,Phenomenon,phenomenon,Phenomenon,NNP,O,
5505,405,SUPERHERO,superhero,SUPERHERO,NNP,O,
5506,405,JUSTICE,justice,JUSTICE,NNP,O,
5507,405,:,:,:,:,O,
5508,405,THE,the,the,DT,B,ORG
5509,405,DEPICTION,depiction,depiction,NN,I,ORG
5510,405,OF,of,of,IN,I,ORG
5511,405,CRIME,crime,CRIME,NNP,I,ORG
5512,405,AND,and,and,CC,O,
5513,405,JUSTICE,justice,JUSTICE,NNP,O,
5514,405,IN,in,in,IN,O,
5515,405,MODERN,modern,MODERN,NNP,O,
5516,405,-,-,-,HYPH,O,
5517,405,AGE,age,AGE,NNP,O,
5518,405,COMIC,comic,COMIC,NNP,O,
5519,405,BOOKS,books,BOOKS,NNP,O,
5520,405,AND,and,and,CC,O,
5521,405,GRAPHIC,graphic,GRAPHIC,NNS,B,ORG
5522,405,NOVELS,novels,novel,NNS,O,
5523,406,A,a,a,DT,O,
5524,406,Proposal,proposal,Proposal,NNP,O,
5525,406,to,to,to,TO,O,
5526,406,Include,include,include,VB,B,ORG
5527,406,Book,book,Book,NNP,I,ORG
5528,406,History,history,History,NNP,I,ORG
5529,406,in,in,in,IN,O,
5530,406,Translation,translation,Translation,NNP,O,
5531,406,Studies,studies,Studies,NNPS,O,
5532,406,Illustrated,illustrated,illustrate,VBN,O,
5533,406,with,with,with,IN,O,
5534,406,German,german,german,JJ,B,NORP
5535,406,Translations,translations,translation,NNS,O,
5536,406,of,of,of,IN,O,
5537,406,Scott,scott,Scott,NNP,O,
5538,406,and,and,and,CC,O,
5539,406,Flaubert,flaubert,Flaubert,NNP,B,PERSON
5540,407,Book,book,Book,NNP,O,
5541,407,History,history,History,NNP,O,
5542,407,through,through,through,IN,O,
5543,407,Postcolonial,postcolonial,postcolonial,JJ,O,
5544,407,Eyes,eyes,eye,NNS,O,
5545,407,:,:,:,:,O,
5546,407,Rewriting,rewriting,rewrite,VBG,O,
5547,407,the,the,the,DT,O,
5548,407,Script,script,script,NN,O,
5549,408,Publishing,publishing,publish,VBG,O,
5550,408,in,in,in,IN,O,
5551,408,the,the,the,DT,B,EVENT
5552,408,First,first,First,NNP,I,EVENT
5553,408,World,world,World,NNP,I,EVENT
5554,408,War,war,War,NNP,I,EVENT
5555,408,:,:,:,:,I,EVENT
5556,408,Essays,essays,essay,NNS,O,
5557,408,in,in,in,IN,O,
5558,408,Book,book,Book,NNP,O,
5559,408,History,history,History,NNP,O,
5560,409,Libido,libido,Libido,NNP,O,
5561,409,Sciendi,sciendi,Sciendi,NNP,O,
5562,409,:,:,:,:,O,
5563,409,Apuleius,apuleius,Apuleius,NNP,O,
5564,409,",",",",",",",",O,
5565,409,Boccaccio,boccaccio,Boccaccio,NNP,B,PERSON
5566,409,",",",",",",",",O,
5567,409,and,and,and,CC,O,
5568,409,the,the,the,DT,B,ORG
5569,409,Study,study,Study,NNP,I,ORG
5570,409,of,of,of,IN,I,ORG
5571,409,the,the,the,DT,I,ORG
5572,409,History,history,history,NN,I,ORG
5573,409,of,of,of,IN,I,ORG
5574,409,Sexuality,sexuality,sexuality,NN,I,ORG
5575,410,An,an,an,DT,O,
5576,410,Introduction,introduction,introduction,NN,O,
5577,410,to,to,to,IN,O,
5578,410,Book,book,Book,NNP,O,
5579,410,History,history,History,NNP,O,
5580,411,Wild,wild,Wild,NNP,O,
5581,411,Bibliography,bibliography,Bibliography,NNP,O,
5582,411,:,:,:,:,O,
5583,411,The,the,the,DT,O,
5584,411,Rise,rise,Rise,NNP,O,
5585,411,and,and,and,CC,O,
5586,411,Fall,fall,Fall,NNP,O,
5587,411,of,of,of,IN,O,
5588,411,Book,book,Book,NNP,O,
5589,411,History,history,History,NNP,O,
5590,411,in,in,in,IN,O,
5591,411,Nineteenth,nineteenth,Nineteenth,NNP,B,DATE
5592,411,-,-,-,HYPH,I,DATE
5593,411,Century,century,Century,NNP,I,DATE
5594,411,Britain,britain,Britain,NNP,B,GPE
5595,412,The,the,the,DT,B,ORG
5596,412,Virgilian,virgilian,Virgilian,NNP,I,ORG
5597,412,Tradition,tradition,Tradition,NNP,I,ORG
5598,412,.,.,.,.,O,
5599,412,Book,book,Book,NNP,B,PERSON
5600,412,History,history,History,NNP,I,PERSON
5601,412,and,and,and,CC,O,
5602,412,the,the,the,DT,O,
5603,412,History,history,history,NN,O,
5604,412,of,of,of,IN,O,
5605,412,Reading,reading,reading,NN,O,
5606,412,in,in,in,IN,O,
5607,412,Early,early,Early,NNP,O,
5608,412,Modern,modern,Modern,NNP,O,
5609,412,Europe,europe,Europe,NNP,O,
5610,413,Publishing,publishing,publish,VBG,O,
5611,413,in,in,in,IN,O,
5612,413,the,the,the,DT,B,EVENT
5613,413,First,first,First,NNP,I,EVENT
5614,413,World,world,World,NNP,I,EVENT
5615,413,War,war,War,NNP,I,EVENT
5616,413,:,:,:,:,I,EVENT
5617,413,Essays,essays,essay,NNS,O,
5618,413,in,in,in,IN,O,
5619,413,Book,book,Book,NNP,O,
5620,413,History,history,History,NNP,O,
5621,414,A,a,a,DT,O,
5622,414,PLACE,place,PLACE,NNP,O,
5623,414,TO,to,to,IN,O,
5624,414,OBSERVE,observe,OBSERVE,NNP,O,
5625,414,",",",",",",",",O,
5626,414,TO,to,to,TO,O,
5627,414,SPEAK,speak,SPEAK,NNP,O,
5628,414,",",",",",",",",O,
5629,414,TO,to,TO,NNP,O,
5630,414,READ,read,READ,NNP,O,
5631,414,",",",",",",",",O,
5632,414,TO,to,to,IN,O,
5633,414,BUY,buy,BUY,NNP,O,
5634,414,-,-,-,HYPH,O,
5635,414,BOOKS,books,BOOKS,NNP,O,
5636,414,AND,and,and,CC,O,
5637,414,OTHER,other,other,JJ,O,
5638,414,INFORMATION,information,information,NN,O,
5639,414,AND,and,and,CC,O,
5640,414,LEASURE,leasure,LEASURE,NNP,O,
5641,414,SPACES,spaces,SPACES,NNP,O,
5642,414,:,:,:,:,O,
5643,414,an,an,an,DT,O,
5644,414,analysis,analysis,analysis,NN,O,
5645,414,of,of,of,IN,O,
5646,414,Florianopolis,florianopolis,Florianopolis,NNP,B,PRODUCT
5647,414,secondhand,secondhand,secondhand,NN,O,
5648,414,bookshop,bookshop,bookshop,NN,O,
5649,415,Book,book,Book,NNP,O,
5650,415,History,history,History,NNP,O,
5651,415,Through,through,through,IN,O,
5652,415,Postcolonial,postcolonial,postcolonial,JJ,O,
5653,415,Eyes,eyes,eye,NNS,O,
5654,415,:,:,:,:,O,
5655,415,Rewriting,rewriting,rewrite,VBG,O,
5656,415,the,the,the,DT,O,
5657,415,Script,script,script,NN,O,
5658,416,The,the,the,DT,O,
5659,416,Literature,literature,Literature,NNP,O,
5660,416,of,of,of,IN,O,
5661,416,American,american,American,NNP,B,NORP
5662,416,Library,library,Library,NNP,B,PERSON
5663,416,History,history,History,NNP,I,PERSON
5664,416,",",",",",",",",O,
5665,416,2006,2006,2006,CD,B,DATE
5666,416,-,-,-,SYM,I,DATE
5667,416,2007,2007,2007,CD,I,DATE
5668,417,Structures,structures,structure,NNS,O,
5669,417,",",",",",",",",O,
5670,417,Networks,networks,network,NNS,B,ORG
5671,417,",",",",",",",",O,
5672,417,Institutions,institutions,Institutions,NNPS,O,
5673,417,:,:,:,:,O,
5674,417,The,the,the,DT,O,
5675,417,New,new,New,NNP,O,
5676,417,Empiricism,empiricism,Empiricism,NNP,O,
5677,417,",",",",",",",",O,
5678,417,Book,book,Book,NNP,O,
5679,417,History,history,History,NNP,O,
5680,417,and,and,and,CC,O,
5681,417,Literary,literary,Literary,NNP,B,PERSON
5682,417,History,history,history,NN,I,PERSON
5683,418,',',',``,O,
5684,418,To,to,to,TO,O,
5685,418,Put,put,put,VB,O,
5686,418,Oneself,oneself,Oneself,NNP,O,
5687,418,into,into,into,IN,O,
5688,418,the,the,the,DT,O,
5689,418,Other,other,other,JJ,O,
5690,418,Fellow,fellow,Fellow,NNP,O,
5691,418,'s,'s,'s,POS,O,
5692,418,Place,place,place,NN,O,
5693,418,',',','',O,
5694,418,:,:,:,:,O,
5695,418,John,john,John,NNP,B,PERSON
5696,418,Herz,herz,Herz,NNP,I,PERSON
5697,418,",",",",",",",",O,
5698,418,the,the,the,DT,B,ORG
5699,418,Security,security,Security,NNP,I,ORG
5700,418,Dilemma,dilemma,Dilemma,NNP,I,ORG
5701,418,and,and,and,CC,O,
5702,418,the,the,the,DT,O,
5703,418,Nuclear,nuclear,Nuclear,NNP,O,
5704,418,Age,age,Age,NNP,O,
5705,419,Samizdat,samizdat,Samizdat,NNP,O,
5706,419,as,as,as,IN,O,
5707,419,Extra,extra,Extra,NNP,O,
5708,419,-,-,-,HYPH,O,
5709,419,Gutenberg,gutenberg,Gutenberg,NNP,O,
5710,419,Phenomenon,phenomenon,Phenomenon,NNP,O,
5711,420,The,the,the,DT,B,ORG
5712,420,Virgilian,virgilian,Virgilian,NNP,I,ORG
5713,420,Tradition,tradition,Tradition,NNP,I,ORG
5714,420,:,:,:,:,I,ORG
5715,420,Book,book,Book,NNP,I,ORG
5716,420,History,history,History,NNP,I,ORG
5717,420,and,and,and,CC,O,
5718,420,the,the,the,DT,O,
5719,420,History,history,history,NN,O,
5720,420,of,of,of,IN,O,
5721,420,Reading,reading,reading,NN,O,
5722,420,in,in,in,IN,O,
5723,420,Early,early,Early,NNP,O,
5724,420,Modern,modern,Modern,NNP,O,
5725,420,Europe,europe,Europe,NNP,O,
5726,421,Equal,equal,Equal,NNP,O,
5727,421,Rights,rights,Rights,NNPS,O,
5728,421,and,and,and,CC,O,
5729,421,Individual,individual,Individual,NNP,O,
5730,421,Freedom,freedom,Freedom,NNP,O,
5731,421,Enlightenment,enlightenment,Enlightenment,NNP,O,
5732,421,Intellectuals,intellectuals,Intellectuals,NNPS,O,
5733,421,and,and,and,CC,O,
5734,421,the,the,the,DT,O,
5735,421,Lascasian,lascasian,Lascasian,NNP,O,
5736,421,Apology,apology,Apology,NNP,O,
5737,421,for,for,for,IN,O,
5738,421,Black,black,Black,NNP,B,ORG
5739,421,African,african,African,NNP,I,ORG
5740,421,Slavery,slavery,Slavery,NNP,I,ORG
5741,422,The,the,the,DT,B,ORG
5742,422,Virgilian,virgilian,Virgilian,NNP,I,ORG
5743,422,Tradition,tradition,Tradition,NNP,I,ORG
5744,422,:,:,:,:,I,ORG
5745,422,Book,book,Book,NNP,I,ORG
5746,422,History,history,History,NNP,I,ORG
5747,422,and,and,and,CC,O,
5748,422,the,the,the,DT,O,
5749,422,History,history,history,NN,O,
5750,422,of,of,of,IN,O,
5751,422,Reading,reading,reading,NN,O,
5752,422,in,in,in,IN,O,
5753,422,Early,early,Early,NNP,O,
5754,422,Modern,modern,Modern,NNP,O,
5755,422,Europe,europe,Europe,NNP,O,
5756,423,THREE,three,three,CD,B,CARDINAL
5757,423,APPROACHES,approaches,approaches,NN,B,WORK_OF_ART
5758,423,TO,to,to,IN,I,WORK_OF_ART
5759,423,BOOK,book,BOOK,NNP,I,WORK_OF_ART
5760,423,HISTORY,history,HISTORY,NNP,O,
5761,424,Teaching,teaching,teach,VBG,O,
5762,424,bibliography,bibliography,bibliography,NN,O,
5763,424,",",",",",",",",O,
5764,424,textual,textual,textual,JJ,O,
5765,424,criticism,criticism,criticism,NN,O,
5766,424,and,and,and,CC,O,
5767,424,book,book,book,NN,O,
5768,424,history,history,history,NN,O,
5769,425,The,the,the,DT,O,
5770,425,laughing,laughing,laugh,VBG,O,
5771,425,tortoise,tortoise,tortoise,NN,O,
5772,425,:,:,:,:,O,
5773,425,Speculations,speculations,speculation,NNS,O,
5774,425,on,on,on,IN,O,
5775,425,manuscript,manuscript,manuscript,NN,O,
5776,425,sources,sources,source,NNS,O,
5777,425,and,and,and,CC,O,
5778,425,women,women,woman,NNS,O,
5779,425,'s,'s,'s,POS,O,
5780,425,book,book,book,NN,O,
5781,425,history,history,history,NN,O,
5782,426,Books,books,book,NNS,O,
5783,426,Without,without,without,IN,O,
5784,426,Borders,borders,Borders,NNPS,O,
5785,426,:,:,:,:,O,
5786,426,The,the,the,DT,B,LAW
5787,426,Transnational,transnational,Transnational,NNP,I,LAW
5788,426,Turn,turn,Turn,NNP,I,LAW
5789,426,in,in,in,IN,I,LAW
5790,426,Book,book,Book,NNP,I,LAW
5791,426,History,history,History,NNP,I,LAW
5792,427,THE,the,the,DT,O,
5793,427,FIRST,first,FIRST,NNP,O,
5794,427,BUDDHIST,buddhist,BUDDHIST,NNP,O,
5795,427,PRIEST,priest,priest,NN,O,
5796,427,ON,on,ON,NNP,O,
5797,427,THE,the,the,DT,O,
5798,427,BALTIC,baltic,BALTIC,NNP,O,
5799,427,COAST,coast,coast,NN,O,
5800,427,:,:,:,:,O,
5801,427,KARLIS,karlis,KARLIS,NNP,O,
5802,427,TENNISON,tennison,TENNISON,NNP,O,
5803,427,AND,and,and,CC,O,
5804,427,THE,the,the,DT,O,
5805,427,INTRODUCTION,introduction,introduction,NN,O,
5806,427,OF,of,of,IN,O,
5807,427,BUDDHISM,buddhism,BUDDHISM,NNP,O,
5808,427,IN,in,in,IN,O,
5809,427,ESTONIA,estonia,ESTONIA,NNP,O,
5810,428,The,the,the,DT,O,
5811,428,great,great,great,JJ,O,
5812,428,mahjong,mahjong,mahjong,NNP,O,
5813,428,book,book,book,NN,O,
5814,428,:,:,:,:,O,
5815,428,History,history,history,NN,O,
5816,428,",",",",",",",",O,
5817,428,lore,lore,lore,NN,O,
5818,428,",",",",",",",",O,
5819,428,and,and,and,CC,O,
5820,428,play,play,play,VB,O,
5821,429,Mott,mott,Mott,NNP,B,PERSON
5822,429,Transition,transition,Transition,NNP,I,PERSON
5823,429,and,and,and,CC,O,
