LastName,NumPeopleRace,RankRace,PercentRace,RankAll,NumPeopleAll
DUQUE,499,1802,8.70%,5569,5723
PANGAN,499,1802,81.00%,34711,616
LOVAN,497,1806,38.00%,19187,1309
MATSUSHITA,497,1806,89.20%,37591,557
HAWKINS,496,1808,0.40%,191,"134,066"
WEBER,496,1808,0.50%,252,"107,866"
OMORI,496,1808,80.30%,34630,618
BALAKRISHNAN,496,1808,90.70%,38079,547
NAKAI,495,1812,43.90%,21565,1128
PANGELINAN,495,1812,67.20%,30023,737
SI,495,1812,74.90%,32743,661
MANALANG,495,1812,91.20%,38320,543
DEOL,494,1816,80.20%,34711,616
SAKAGUCHI,494,1816,80.50%,34799,614
JIM,493,1818,14.80%,9032,3327
BUMANGLAG,493,1818,79.90%,34673,617
SHISHIDO,493,1818,80.20%,34757,615
MIYATA,493,1818,88.40%,37534,558
LYNCH,492,1822,0.40%,237,"114,448"
NEWMAN,492,1822,0.50%,273,"100,491"
BELLO,492,1822,4.10%,2779,"11,933"
SANJOSE,492,1822,66.50%,29932,740
TAKARA,492,1822,85.60%,36672,575
RAJAGOPALAN,492,1822,96.10%,40265,512
FULLER,491,1828,0.50%,256,"106,682"
TAYAG,491,1828,90.10%,38198,545
CHIAO,491,1828,94.60%,39824,519
CERVANTES,490,1831,0.80%,520,"57,685"
TUN,490,1831,64.70%,29421,757
BHUIYAN,490,1831,75.60%,33248,648
REID,489,1834,0.50%,263,"104,007"
CARRILLO,489,1834,0.70%,443,"67,054"
NATHAN,489,1834,6.60%,4444,"7,369"
MARZAN,489,1834,43.70%,21694,1119
KURIHARA,489,1834,86.40%,37094,566
STANLEY,488,1839,0.50%,292,"93,817"
NISHIOKA,488,1839,84.40%,36531,578
KHATUN,488,1839,87.00%,37374,561
RADHAKRISHNAN,488,1839,96.40%,40690,506
ALEGRE,487,1843,34.00%,17984,1431
KIL,487,1843,80.10%,35106,608
COSTA,486,1845,1.40%,900,"35,227"
MADRIAGA,486,1845,75.70%,33528,642
ARCILLA,486,1845,88.20%,37881,551
SWAMINATHAN,486,1845,92.90%,39560,523
HIROSE,485,1849,87.90%,37835,552
TENORIO,484,1850,7.70%,5110,6301
SARWAR,484,1850,77.30%,34259,626
OZA,484,1850,89.00%,38263,544
PAYNE,483,1853,0.30%,183,"138,028"
SALONGA,483,1853,91.00%,39052,531
MORIN,482,1855,1.70%,1136,"28,184"
JOAQUIN,482,1855,18.60%,11214,2592
KADAKIA,482,1855,94.00%,40203,513
HUO,482,1855,97.40%,41448,495
PROM,481,1859,38.10%,19734,1263
LUE,481,1859,50.60%,24615,951
WALTERS,480,1861,0.50%,262,"104,281"
YON,480,1861,16.90%,10421,"2,833"
LAGMAN,480,1861,74.50%,33425,644
RESURRECCION,480,1861,85.90%,37480,559
KAWASHIMA,480,1861,87.60%,38035,548
TROUNG,480,1861,93.00%,40019,516
ANDRADA,479,1867,42.90%,21727,1117
BAKSHI,479,1867,75.70%,33933,633
CARANDANG,479,1867,93.70%,40335,511
DEE,478,1870,7.80%,5222,"6,144"
GUINTO,478,1870,62.70%,29261,762
TSUKAMOTO,478,1870,89.00%,38706,537
SUON,478,1870,90.00%,39052,531
ACOBA,477,1874,84.30%,37094,566
SACHDEVA,477,1874,88.30%,38524,540
KHIM,477,1874,90.20%,39176,529
WELCH,476,1877,0.40%,259,"105,804"
VINCENT,476,1877,0.90%,608,"50,628"
ISHIBASHI,476,1877,84.40%,37200,564
TAKAKI,475,1880,74.90%,33876,634
DHAR,475,1880,90.30%,39378,526
RASTOGI,475,1880,95.40%,41262,498
MONTOYA,474,1883,0.80%,526,"57,075"
VICTORIA,474,1883,9.70%,6401,"4,899"
KOMATSU,474,1883,85.40%,37688,555
ARRIOLA,473,1886,7.70%,5224,6140
QUADRI,473,1886,65.70%,30582,720
VENKATARAMAN,473,1886,92.70%,40397,510
GILBERT,472,1889,0.40%,243,"112,406"
KHOKHAR,472,1889,79.60%,35797,593
OZAWA,472,1889,80.10%,35994,589
PYON,472,1889,94.20%,41060,501
OLIVA,471,1893,3.20%,2241,"14,892"
AKAMINE,471,1893,82.20%,36761,573
JENNINGS,470,1895,0.50%,321,"87,038"
DAVIDSON,469,1896,0.50%,269,"102,044"
MASIH,469,1896,80.40%,36276,583
SAKUMA,469,1896,86.70%,38464,541
SOH,469,1896,90.90%,40019,516
XI,469,1896,94.70%,41448,495
ACUNA,468,1901,3.70%,2650,12537
VALERIO,468,1901,4.60%,3248,"10,098"
MONZON,468,1901,11.20%,7336,4183
FUJIKAWA,468,1901,78.90%,35797,593
ASANO,468,1901,84.50%,37728,554
SHEU,468,1901,93.80%,41203,499
DARK,467,1907,16.30%,10294,"2,868"
NAKATANI,467,1907,77.60%,35387,602
TAMANAHA,467,1907,86.20%,38395,542
VENKATESH,467,1907,94.50%,41522,494
DESHMUKH,467,1907,95.10%,41722,491
XIN,467,1907,97.70%,42677,478
HOLMES,466,1913,0.30%,161,"150,166"
GREENE,466,1913,0.40%,228,"119,604"
CENTENO,466,1913,4.60%,3215,10188
TAKETA,466,1913,82.80%,37266,563
OKI,465,1917,74.50%,34342,624
MAM,465,1917,81.00%,36716,574
CU,465,1917,82.40%,37200,564
NARANG,465,1917,88.90%,39560,523
PEARSON,464,1921,0.50%,281,"98,728"
PUNG,464,1921,31.30%,17530,1481
KHAM,464,1921,81.10%,36807,572
SEM,463,1924,61.10%,29390,758
PI,463,1924,64.50%,30645,718
VILLAR,462,1926,11.30%,7494,4100
JAHAN,462,1926,76.50%,35288,604
NINH,462,1926,97.10%,42830,476
POWERS,461,1929,0.50%,304,"90,401"
FRANK,461,1929,0.70%,454,"65,918"
ZABALA,461,1929,13.20%,8650,3498
GHANI,461,1929,50.80%,25547,908
HANIF,461,1929,57.20%,28005,806
KONISHI,461,1929,84.40%,38141,546
MOCHIZUKI,461,1929,87.00%,39111,530
HARVEY,460,1936,0.40%,247,"112,136"
HAY,460,1936,2.60%,1853,"17,824"
YOSHINO,460,1936,79.70%,36572,577
OHASHI,460,1936,82.60%,37591,557
YAMBAO,459,1940,88.60%,39885,518
PARKS,458,1941,0.50%,322,"86,346"
BO,458,1941,51.10%,25775,897
AGUON,458,1941,62.00%,29964,739
NISHIYAMA,458,1941,83.10%,37881,551
KUDO,458,1941,83.70%,38079,547
GIRON,457,1946,4.20%,3057,"10,874"
RASHEED,457,1946,22.30%,13584,2050
OO,457,1946,88.10%,39824,519
NIJJAR,457,1946,89.80%,40465,509
FRIAS,456,1950,3.70%,2684,"12,357"
SHINN,456,1950,5.70%,4090,"8,019"
BACCHUS,454,1952,17.70%,11317,2562
KI,454,1952,77.50%,36129,586
UN,454,1952,82.40%,37881,551
LINDSEY,453,1955,0.70%,492,"61,199"
KIANG,453,1955,86.30%,39444,525
FAROOQUI,453,1955,87.60%,39946,517
CORDOVA,452,1958,1.30%,903,"35,074"
SAGUN,452,1958,67.70%,32460,668
AKRAM,451,1960,56.10%,28049,804
FINAU,451,1960,75.20%,35487,600
TORIO,450,1962,70.40%,33653,639
NAEEM,450,1962,72.50%,34503,621
SALGADO,449,1964,1.40%,1012,"31,627"
HAFEEZ,449,1964,69.50%,33333,646
SEKI,449,1964,81.80%,37986,549
OISHI,449,1964,82.80%,38395,542
KURODA,449,1964,83.90%,38833,535
CRAIG,448,1969,0.50%,307,"89,591"
JAY,448,1969,4.60%,3349,"9,771"
VILLAMOR,448,1969,60.80%,30023,737
HATA,448,1969,70.30%,33735,637
LAC,448,1969,92.00%,41995,487
CACHO,447,1974,22.40%,13893,1994
YOUSUF,447,1974,62.00%,30552,721
CORONEL,446,1976,8.90%,6279,4997
NARCISO,446,1976,30.80%,17823,1448
ADRIANO,446,1976,43.90%,23372,1015
KAMDAR,446,1976,84.30%,39176,529
VY,446,1976,95.10%,43377,469
MICHAEL,445,1981,1.10%,798,"39,369"
IMPERIAL,445,1981,32.90%,18748,1353
HOO,445,1981,64.40%,31621,691
BAK,444,1984,16.80%,11040,"2,642"
BELEN,444,1984,36.60%,20382,1212
MONTERO,443,1986,3.70%,2761,"11,997"
SANKAR,443,1986,50.70%,26306,873
GOYA,443,1986,67.30%,32856,658
MINHAS,443,1986,81.10%,38141,546
ADVANI,443,1986,84.50%,39499,524
CHOUNG,443,1986,91.30%,42134,485
GONSALVES,442,1992,5.70%,4265,"7,690"
IIDA,442,1992,78.90%,37429,560
SCHULTZ,441,1994,0.40%,261,"104,962"
KAU,441,1994,54.20%,27802,814
MAUNG,441,1994,88.20%,41130,500
SACHDEV,441,1994,91.50%,42363,482
HOLT,440,1998,0.50%,329,"84,710"
MOCK,440,1998,2.90%,2194,"15,208"
SANPEDRO,440,1998,46.10%,24529,955
SINGSON,440,1998,78.90%,37534,558
AKTER,440,1998,83.20%,39176,529
